ID,Title,Authors,Date,URL,Page Number
4744,Commercial excellence: Powering success in today’s evolving energy retail utility markets,"Antonio Castellano , Tjark Freundt , Christian Habrich , Kai Vollhardt","May 3, 2018",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/commercial-excellence-powering-success-in-todays-evolving-energy-retail-utility-markets,883
4745,Consumer organization and operating models for the next normal,Not specified,"May 19, 2020",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/consumer-organization-and-operating-models-for-the-next-normal,883
4746,What matters now in the consumer sector,Not specified,"August 5, 2020",https://www.mckinsey.com/industries/retail/our-insights/what-matters-now-in-the-consumer-sector,883
4747,The UK biotech sector: The path to global leadership,"Mayank Bhandari , David Cooney , Alex Devereson , Rachel Moss , Shail Thaker","December 3, 2021",https://www.mckinsey.com/industries/life-sciences/our-insights/the-uk-biotech-sector-the-path-to-global-leadership,883
4748,Author Talks: Tsedal Neeley on why remote work is here to stay—and how to get it right,Not specified,"April 22, 2021",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-tsedal-neeley-on-why-remote-work-is-here-to-stay-and-how-to-get-it-right,883
4749,From insurtech to incumbent: How Aviva Singlife came to life,Alex Kimura,"October 28, 2021",https://www.mckinsey.com/industries/financial-services/our-insights/from-insurtech-to-incumbent-how-aviva-singlife-came-to-life,883
4750,Unlocking Asia–Pacific’s vast carbon-capture potential,"Darius Chen , Ed Lock , Jess Lyn Low","February 22, 2023",https://www.mckinsey.com/industries/oil-and-gas/our-insights/unlocking-asia-pacifics-vast-carbon-capture-potential,581
4751,The next S-curve of growth: Online grocery to 2030,"Virginia Simmons , Julia Spielvogel , Bjorn Timelin , Madeleine Tjon Pian Gi","March 31, 2022",https://www.mckinsey.com/industries/retail/our-insights/the-next-s-curve-of-growth-online-grocery-to-2030,581
4752,The state of grocery in Southeast Asia,"Matthieu Francois , Dymfke Kuijpers , Ali Potia , Rohit Razdan","December 13, 2022",https://www.mckinsey.com/industries/retail/our-insights/the-state-of-grocery-in-southeast-asia,581
4753,"“If you’re not leading with compassion, then you risk losing talent because that’s what the next generation expects.”",Not specified,"October 11, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/october-11-2022,581
4754,"“We are quick to tell ourselves stories. And in those stories, we often cast ourselves as the hero and the other person as the villain because it’s an easy shortcut. It’s an easy trope, but it’s often not the full story.”",Not specified,"October 12, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/october-12-2022,581
4755,Preparing the world for zero-emission trucks,"Christian Begon , Julian Conzade , Bernd Heid , Patrick Hertzke , Erik Ostgren , Philipp Radtke , Patrick Schaufuss , Vittorio Bichucher , Henrik Becker","November 17, 2022",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/preparing-the-world-for-zero-emission-trucks,581
4756,Logistics Disruptors: Replicating Uber’s success in the trucking industry,Vik Krishnan,"October 4, 2022",https://www.mckinsey.com/industries/logistics/our-insights/logistics-disruptors-replicating-ubers-success-in-the-trucking-industry,581
4757,"Advancing diversity, equity, and inclusion",Nora Gardner,"May 3, 2022",https://www.mckinsey.com/industries/social-sector/our-insights/advancing-diversity-equity-and-inclusion,581
4758,Leveraging technology to improve security and traveler experience,"Kevin Neher , Jon Spaner","November 20, 2019",https://www.mckinsey.com/industries/public-sector/our-insights/leveraging-technology-to-improve-security-and-traveler-experience,984
4759,The benefits of a CISO background to a business-unit CIO,Not specified,"March 25, 2020",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-benefits-of-a-ciso-background-to-a-business-unit-cio,984
4760,Deutsche Börse unlocks the benefits of moving to the cloud,Not specified,"February 14, 2020",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/deutsche-borse-unlocks-the-benefits-of-moving-to-the-cloud,984
4761,Packaging solutions: Poised to take off?,"Paolo Baldesi , David Feber , Nick Santhanam , Paolo Spranzi , Abir Tewari , Shekhar Varanasi","July 18, 2019",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/packaging-solutions-poised-to-take-off,984
4762,Digital collaboration for a connected manufacturing workforce,"Enno de Boer , Andy Luse , Rahul Mangla , Kartik Trehan","May 5, 2020",https://www.mckinsey.com/capabilities/operations/our-insights/digital-collaboration-for-a-connected-manufacturing-workforce,984
4763,Carpe data before it’s too late,Not specified,"May 23, 2017",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/digital-blog/carpe-data-before-its-too-late,984
4764,How to generate alpha in Chinese private equity: An interview with Nexus Point founder KC Kung,"Wouter Baan , Ivo Naumann","August 28, 2020",https://www.mckinsey.com/industries/private-capital/our-insights/how-to-generate-alpha-in-chinese-private-equity-an-interview-with-nexus-point-founder-kc-kung,984
4765,The case for cloud in life sciences,Not specified,"October 28, 2021",https://www.mckinsey.com/industries/life-sciences/our-insights/the-case-for-cloud-in-life-sciences,490
4766,Transforming HR and culture: An interview with Banco de Crédito del Perú’s Bernardo Sambra,"Rodrigo Chaparro Gazzo , Christian Johnson","November 8, 2016",https://www.mckinsey.com/capabilities/operations/our-insights/transforming-hr-and-culture-an-interview-with-banco-de-credito-del-perus-bernardo-sambra,490
4767,Stepping up: Becoming a high-potential CEO candidate,"Carolyn Dewar , Scott Keller , Vikram Malhotra , Kurt Strovink","March 6, 2023",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/stepping-up-becoming-a-high-potential-ceo-candidate,490
4768,Finding a route to fiscal stability for US transit agencies,"Alastair Green , Anthony Shorris , Clifford Chen","December 13, 2024",https://www.mckinsey.com/industries/infrastructure/our-insights/finding-a-route-to-fiscal-stability-for-us-transit-agencies,89
4769,Remote-driving services: The next disruption in mobility innovation?,"Ani Kelkar , Kersten Heineke , Martin Kellner","January 3, 2025",https://www.mckinsey.com/features/mckinsey-center-for-future-mobility/our-insights/remote-driving-services-the-next-disruption-in-mobility-innovation,89
4770,Meet the partners behind our best 2024 insights on leadership,Not specified,"December 19, 2024",https://www.mckinsey.com/featured-insights/themes/meet-the-partners-behind-our-best-2024-insights-on-leadership,89
4771,Meet the partners behind our best 2024 insights on resilience,Not specified,"December 22, 2024",https://www.mckinsey.com/featured-insights/themes/meet-the-partners-behind-our-best-2024-insights-on-resilience,89
4772,How to deliver on the promise of mixed-use real estate developments,James Patchett,"December 12, 2024",https://www.mckinsey.com/industries/real-estate/our-insights/how-to-deliver-on-the-promise-of-mixed-use-real-estate-developments,89
4773,Building geopolitical resilience: The people agenda,Ziad Haider,"December 17, 2024",https://www.mckinsey.com/capabilities/geopolitics/our-insights/building-geopolitical-resilience-the-people-agenda,89
4774,How the healthcare industry can weather ongoing challenges,"Shubham Singhal , Drew Ungerman","December 5, 2024",https://www.mckinsey.com/industries/healthcare/our-insights/how-the-healthcare-industry-can-weather-ongoing-challenges,89
4775,"“If banks retrench from lending, someone is going to fill the void. Who better than another regulated industry like insurance? It’s better for the economy when insurance and private credit come together in a responsible manner.”",Not specified,"May 10, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/may-10-2024,89
4776,Shaping university boards for 21st century higher education in the US,"Frankki Bevins , Jonathan Law , Saurabh Sanghvi , Rachel Valentino","November 12, 2020",https://www.mckinsey.com/industries/education/our-insights/shaping-university-boards-for-21st-century-higher-education-in-the-us,686
4777,Unlocking leadership potential in turbulent times,"Claudio Feser , Nicolai Nielsen","April 23, 2018",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/unlocking-leadership-potential-in-turbulent-times,686
4778,"Digitization, automation, and online testing: The future of pharma quality control","Yan Han , Evgeniya Makarova , Matthias Ringel , Vanya Telpis","January 4, 2019",https://www.mckinsey.com/industries/life-sciences/our-insights/digitization-automation-and-online-testing-the-future-of-pharma-quality-control,686
4779,"Tech talent tectonics: Ten new realities for finding, keeping, and developing talent","Sven Blumberg , Ranja Reda Kouba , Suman Thareja , Anna Wiesinger","April 14, 2022",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/tech-talent-tectonics-ten-new-realities-for-finding-keeping-and-developing-talent,686
4780,"Author Talks: Global business is coming home, says Financial Times editor Rana Foroohar",Not specified,"October 21, 2022",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-global-business-is-coming-home-says-financial-times-editor-rana-foroohar,686
4781,Is your organization embracing the ‘and’?,Not specified,"July 4, 2023",https://www.mckinsey.com/featured-insights/themes/is-your-organization-embracing-the-and,387
4782,The rise of digital marketing in medtech,"Ralph Breuer , Elizabeth Guenther , Rukhshana Motiwala , Christian Zerbi","September 24, 2021",https://www.mckinsey.com/industries/life-sciences/our-insights/the-rise-of-digital-marketing-in-medtech,387
4783,Car buying in 2030,Not specified,"September 30, 2020",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/car-buying-in-2030,387
4784,Separation & IPOs Insights,Not specified,Not specified,https://www.mckinsey.com/capabilities/m-and-a/our-insights/separations-and-ipos-insights,387
4785,Beyond taller walls: Meeting the resilience challenge of climate risk,"Brodie Boland , Peter Cooper , Kimberley Henderson , Robert Palter , Lola Woetzel","September 15, 2020",https://www.mckinsey.com/capabilities/operations/our-insights/beyond-taller-walls-meeting-the-resilience-challenge-of-climate-risk,387
4786,Delivering impact from US green bank financing,"Kevin Buehler , Jason Eis , Nick Kingsmill , Cindy Levy","April 20, 2023",https://www.mckinsey.com/capabilities/sustainability/our-insights/delivering-impact-from-us-green-bank-financing,387
4787,Five steps to improve innovation in the insurance industry,"Kweilin Ellingrud , Alex Kimura , Brian Quinn , Jason Ralph","March 4, 2022",https://www.mckinsey.com/industries/financial-services/our-insights/five-steps-to-improve-innovation-in-the-insurance-industry,192
4788,"“When technology gets better, creativity gets better. When creativity gets better, technology gets better.”",Not specified,"June 4, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-4-2024,192
4789,Our Insights,Not specified,Not specified,https://www.mckinsey.com/featured-insights/internet-of-things/our-insights,192
4790,Author Talks: The magic of unmuting yourself,Not specified,"May 3, 2024",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-the-magic-of-unmuting-yourself,192
4791,New opportunities: Capturing value from CBAM regulation,"Peter Spiller , Stijn Tollens , Lina Romero , Marysia Skrzypulec , Sarang Palsule","June 28, 2024",https://www.mckinsey.com/capabilities/operations/our-insights/operations-blog/new-opportunities-capturing-value-from-cbam-regulation,192
4792,Boards get a rethink,Not specified,"September 9, 2022",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/boards-get-a-rethink,192
